,Drama,Comedy,Action,Crime,Adventure,Fantasy,Horror,Thriller,Romance,Western,Documentary,Science Fiction,TV Movie,Animation,Music,Foreign,War,Mystery,Family,History
2404,3.4871794871794872,3.65,3.111111111111111,3.2857142857142856,3.4444444444444446,3.5,3.5,3.5,3.5,5.0,3.6666666666666665,3.0,0.0,4.0,4.0,0.0,3.5,0.0,0.0,0.0
214956,3.333333333333333,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227081,3.6666666666666665,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170186,3.1666666666666665,3.2,3.0,2.6666666666666665,3.0,0.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10033,3.0,3.0,4.0,2.6666666666666665,3.333333333333333,0.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265750,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66853,2.5796460176991154,2.6,2.532608695652174,2.588235294117647,2.5,2.708333333333333,2.763157894736842,2.8125,2.875,2.0,2.708333333333333,2.136363636363636,2.0,2.375,2.0,3.0,3.5,2.625,0.0,2.5
141804,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234725,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64345,3.422535211267605,3.4761904761904763,3.6538461538461537,3.5625,3.1538461538461537,3.75,3.15,3.4285714285714284,4.25,3.375,3.4166666666666665,3.8333333333333335,2.333333333333333,3.625,3.75,3.0,4.25,3.0,4.0,3.0
71421,3.525641025641025,3.9166666666666665,3.78125,4.1875,4.333333333333333,4.333333333333333,3.5,3.625,4.75,3.0,3.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
137803,4.166666666666667,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152729,3.2857142857142856,3.6,3.8,3.4,3.25,5.0,4.5,2.75,0.0,0.0,4.5,3.5,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0
241358,4.0,4.0,4.5,0.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193222,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130422,4.666666666666667,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142270,3.4,0.0,3.6666666666666665,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10901,3.1,3.5,4.166666666666667,5.0,3.0,0.0,0.0,2.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233928,3.333333333333333,3.333333333333333,1.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60440,3.6,3.621212121212121,3.616666666666666,3.423076923076924,3.5,3.7857142857142856,3.5909090909090917,3.5,3.7222222222222223,3.0,5.0,2.9,0.0,4.0,3.0,0.0,0.0,4.666666666666667,4.5,0.0
47003,3.8181818181818175,4.0,5.0,4.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31452,3.684210526315789,3.7692307692307687,3.625,3.5,4.0,3.0,4.0,3.5,4.0,3.0,3.0,3.0,0.0,4.0,0.0,0.0,4.0,4.5,0.0,0.0
139567,4.5,4.0,4.5,4.5,4.5,0.0,0.0,3.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174597,4.090909090909091,3.8,4.333333333333333,3.25,3.2,0.0,3.5,4.5,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38262,3.4410480349344983,3.4740259740259742,3.375,3.4047619047619047,3.352272727272727,3.3125,3.4428571428571435,3.3823529411764706,3.361111111111111,3.1666666666666665,3.520833333333333,3.2647058823529416,3.0,3.45,3.45,3.75,3.1428571428571432,3.35,3.25,3.6
162850,3.0,3.5,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243487,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3676,3.6875,3.0,4.333333333333333,2.0,0.0,0.0,0.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263325,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154061,4.4,4.2,3.75,3.5,4.375,4.0,5.0,5.0,5.0,1.0,4.5,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
165278,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114367,3.875,3.625,2.6666666666666665,0.0,3.75,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156888,4.875,5.0,4.9,4.9,4.9,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
121732,3.6875,4.0,3.5,3.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47455,3.3482142857142856,3.333333333333333,3.684210526315789,3.5,3.2,3.4375,3.375,3.4166666666666665,3.2,0.0,3.75,4.25,0.0,4.0,2.833333333333333,0.0,0.0,4.0,0.0,0.0
199173,4.333333333333333,5.0,0.0,5.0,5.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259580,2.5,2.5,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35999,4.0,4.333333333333333,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172270,2.6666666666666665,3.0,4.0,2.6666666666666665,3.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173566,3.75,3.8333333333333335,4.0,3.8,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
211109,3.6666666666666665,3.5,5.0,3.0,3.5,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133689,2.9166666666666665,3.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245400,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226304,3.375,4.0,0.0,0.0,2.0,4.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37774,2.4272727272727272,2.625,2.9,2.7777777777777777,2.55,2.1,2.071428571428572,2.9,2.5,2.0,2.333333333333333,2.375,2.5,2.0,2.25,0.0,0.0,3.0,1.0,0.0
154653,2.5,4.0,3.25,0.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210694,3.25,4.0,3.0,3.333333333333333,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98611,4.260869565217392,4.428571428571429,4.0,4.5,4.75,5.0,4.5,4.333333333333333,3.5,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
197122,3.75,3.5,4.0,2.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224866,4.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190577,3.8333333333333335,4.5,4.0,3.0,4.0,0.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210514,3.2,4.0,5.0,2.5,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228003,4.0,4.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169542,3.0,3.0,4.0,2.333333333333333,3.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29286,3.44,3.7857142857142856,3.5,3.875,3.7142857142857135,3.0,4.333333333333333,4.0,0.0,0.0,4.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
131,3.261363636363636,3.4565217391304346,3.5882352941176467,3.6071428571428568,3.733333333333333,3.3846153846153846,3.0,3.333333333333333,3.1428571428571432,3.6666666666666665,3.5,4.125,3.0,4.4,4.0,0.0,5.0,3.6,4.0,0.0
260187,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251540,3.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62554,2.955555555555556,2.8448275862068964,3.1666666666666665,3.0,3.055555555555556,2.9285714285714284,3.6,3.2,2.583333333333333,3.5,2.75,4.0,0.0,2.0,3.6666666666666665,0.0,3.5,0.0,0.0,0.0
75727,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,3.661538461538461,3.9354838709677415,3.975,3.6666666666666665,3.34375,3.8333333333333335,3.8333333333333335,3.888888888888889,4.5,4.0,3.5,3.7,0.0,4.5,4.0,4.5,0.0,5.0,0.0,2.0
265327,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168169,2.0,0.0,4.0,4.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208807,2.75,3.0,3.0,2.6666666666666665,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21023,4.111111111111111,3.5,3.0,3.5,3.6666666666666665,3.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244063,1.0,0.0,4.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18464,3.3656716417910446,3.3125,3.34,3.566666666666667,3.75,3.5,3.5,3.3125,3.0,5.0,3.625,3.625,4.0,3.25,3.25,0.0,3.0,3.7,0.0,0.0
40782,3.5,3.5,3.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132968,4.6875,4.0,4.666666666666667,0.0,5.0,0.0,0.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9271,3.7111111111111112,3.3043478260869565,3.8,3.571428571428572,4.076923076923077,3.6666666666666665,4.333333333333333,3.5,2.75,4.0,4.0,2.6666666666666665,0.0,5.0,0.0,0.0,0.0,3.5,4.0,0.0
242062,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39620,5.0,5.0,5.0,5.0,4.333333333333333,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39546,3.6875,4.5,2.7142857142857144,4.25,0.0,0.0,0.0,3.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103117,3.2469135802469133,3.3466666666666667,3.375,3.15625,3.1860465116279064,3.1333333333333333,3.4166666666666665,3.217391304347826,3.272727272727273,3.333333333333333,3.0,3.8333333333333335,3.0,3.0,3.375,0.0,2.75,3.4,4.333333333333333,2.333333333333333
60881,3.5,3.4285714285714284,4.5,2.6,3.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217285,2.833333333333333,4.25,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
162150,3.333333333333333,3.6666666666666665,4.0,4.0,0.0,2.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172898,3.2,3.0,3.0,3.0,2.75,4.0,3.5,3.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231565,4.0,4.0,4.0,5.0,3.0,0.0,4.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235551,3.0,4.0,0.0,4.333333333333333,3.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262885,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,4.375,4.5,4.166666666666667,4.25,3.5,4.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30686,3.3846153846153846,3.0476190476190474,3.4117647058823533,3.25,3.0,4.0,3.25,3.5,3.0,0.0,3.0,3.6666666666666665,0.0,4.0,3.0,0.0,0.0,4.0,4.0,0.0
257426,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147506,3.4761904761904763,3.333333333333333,3.5,3.25,3.4,4.333333333333333,3.75,4.5,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
233052,4.333333333333333,4.666666666666667,0.0,0.0,3.0,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
104352,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20148,3.8461538461538463,3.9090909090909087,3.4,4.0,3.8,3.0,3.6666666666666665,4.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
242340,2.0,3.5,3.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64083,3.882352941176471,4.241935483870968,3.8125,4.214285714285714,3.4090909090909087,3.9166666666666665,3.8333333333333335,4.083333333333333,3.6,4.0,3.5,2.875,0.0,3.75,0.0,0.0,4.0,5.0,4.5,0.0
230341,3.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258396,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39121,4.357142857142857,4.125,4.125,4.5,3.75,5.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111594,3.403225806451613,3.75,3.35,3.7,3.75,3.5,3.6,3.3,3.5,3.5,3.333333333333333,3.5,4.0,3.5,0.0,3.75,0.0,4.0,0.0,0.0
32369,4.076923076923077,3.928571428571429,3.9,3.6666666666666665,3.0,4.0,4.0,3.6666666666666665,3.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
62862,4.0,3.5,5.0,3.5,3.6666666666666665,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153508,4.5,3.75,4.166666666666667,0.0,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101544,3.7142857142857135,3.5,4.142857142857143,3.5,3.75,4.0,4.0,4.0,4.0,0.0,4.5,4.0,0.0,4.5,4.0,0.0,4.0,4.0,4.0,0.0
156925,4.4,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66789,3.25,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166079,2.0,4.25,4.5,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168229,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126943,3.75,3.125,0.5,0.0,0.0,0.0,4.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79292,4.166666666666667,4.5,5.0,4.5,4.0,0.0,0.0,0.0,0.0,5.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24504,3.426136363636364,3.56,3.2758620689655173,3.40625,3.147058823529412,3.15,3.583333333333333,3.25,3.5,3.75,3.083333333333333,4.0,0.0,3.0,3.4,0.0,3.0,3.333333333333333,4.5,0.0
201092,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43751,3.72093023255814,3.875,3.7647058823529416,3.2,3.5,3.5,3.5,4.0,4.666666666666667,4.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,3.5,4.0,0.0
29656,4.227272727272728,4.333333333333333,4.0,3.75,3.866666666666666,3.75,4.0,4.5,4.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,4.333333333333333,5.0,0.0
187862,4.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245286,3.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217106,4.666666666666667,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180004,4.5,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71932,3.704545454545455,3.9166666666666665,4.166666666666667,3.6666666666666665,3.5,4.125,4.0,3.375,4.0,4.0,3.6666666666666665,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
15117,1.8852459016393444,1.9868421052631584,2.0166666666666666,1.681818181818182,1.6538461538461535,2.0,1.5454545454545454,2.0625,2.75,2.25,2.2,1.3333333333333333,1.6666666666666667,1.75,1.375,0.0,0.0,2.25,0.0,0.0
204894,4.833333333333333,5.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190270,4.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80364,4.142857142857143,4.166666666666667,0.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14479,3.733333333333333,3.625,3.6666666666666665,3.5,3.6666666666666665,4.0,3.4,4.0,4.0,2.0,3.333333333333333,3.6666666666666665,0.0,4.5,3.0,0.0,4.0,4.0,4.0,0.0
186404,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255506,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14200,3.4090909090909087,3.333333333333333,3.25,2.6666666666666665,4.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
139021,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195224,3.5,4.0,3.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196583,3.083333333333333,3.5,4.166666666666667,4.0,4.0,3.5,4.0,3.5,4.25,0.0,3.75,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
159081,2.5,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64696,3.381578947368421,3.0,3.1666666666666665,3.2,2.75,2.625,3.7,3.0,4.0,2.75,3.75,2.8,0.0,0.0,3.75,0.0,0.0,4.0,5.0,0.0
174142,3.4,3.0,3.0,3.0,3.0,3.0,3.0,3.5,0.0,0.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157736,4.0,5.0,4.333333333333333,5.0,4.5,3.0,4.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264069,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140899,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149433,3.333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155187,3.421052631578948,3.333333333333333,3.0,3.125,3.5,2.6666666666666665,4.0,3.8,3.0,0.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
9802,3.3028169014084505,3.217391304347826,3.175,2.9285714285714284,3.0,3.375,3.0909090909090917,3.125,2.833333333333333,2.5,3.0,2.9166666666666665,3.5,3.25,2.6666666666666665,0.0,3.5,2.875,0.0,1.5
65533,4.111111111111111,3.6875,3.75,3.333333333333333,3.6,4.5,2.833333333333333,3.0,3.5,0.0,4.5,0.0,0.0,4.0,0.0,0.0,4.5,0.0,0.0,0.0
39808,4.125,4.5,4.3,3.5,3.5,4.0,4.0,3.75,4.0,0.0,4.5,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4968,3.3703703703703702,3.25,3.5,4.0,3.125,2.5,3.333333333333333,3.5,3.0,0.0,3.5,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
78886,3.5961538461538463,3.544117647058824,3.54,3.2142857142857144,3.4,4.2,3.3461538461538463,3.1666666666666665,4.0,4.0,3.7142857142857135,3.5,4.0,3.0,3.375,3.75,3.0,3.1666666666666665,3.5,0.0
64872,3.6666666666666665,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29869,3.462121212121212,3.3928571428571432,3.533333333333333,3.2307692307692317,3.1923076923076925,3.0,3.1,2.9285714285714284,3.4166666666666665,3.5,3.2222222222222223,1.75,3.5,2.75,2.5,0.0,0.0,3.5,0.0,0.0
182134,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81657,4.5,3.0,2.5,5.0,5.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211568,2.75,3.0,3.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52519,4.348837209302325,3.888888888888889,4.333333333333333,4.0,4.166666666666667,4.333333333333333,4.5,4.75,5.0,4.5,4.333333333333333,5.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,0.0
239398,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161279,4.75,4.0,5.0,4.0,5.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
223538,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214122,2.7,3.6666666666666665,0.0,0.0,3.625,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161600,3.25,3.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133362,5.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232856,3.6666666666666665,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158918,3.25,3.4,3.0,3.0,4.0,4.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
